"RecordIdentity","Happened","EventDate","Activity","ActivityRaw","ActivityCategory","Workload","Application","User","UserType","ItemName","FilePath","FullUrl","FileExtension","DeviceName","Platform","SensitivityLabel","OldSensitivityLabel","SensitivityLabelPolicyId","LabelEventType","IsLabelDowngrade","HowApplied","Justification","IsProtected","IsProtectedBefore","ProtectionEventType","ProtectionType","ProtectionOwner","RMSEncrypted","RetentionLabel","OldRetentionLabel","SensitiveInfoTypeName","SensitiveInfoTypeCount","SensitiveInfoTypeConfidence","PolicyId","PolicyName","PolicyMode","RuleId","RuleName","RuleActions","EnforcementMode","FalsePositive","DlpPolicyMatchId"
"ae-00036","2026-08-21T16:17:23Z","2026-08-21","LabelApplied","LabelApplied","Labeling","OneDrive","","reese.rasmussen@example.com","Member","Contract Draft.docx","/sites/team/Contract Draft.docx","https://example.sharepoint.com/sites/team/Contract Draft.docx","docx","","Web","2e285a4a-6045-6ffe-d3c8-3fdf369ff82f","","","LabelApplied","False","Manual","","True","","","","","","","","","0",,"","","","","","","","",""
"ae-00088","2026-08-21T18:29:09Z","2026-08-21","DLPRuleMatch","DLPRuleMatch","Dlp","OneDrive","","jordan.bergstrom@example.com","Member","Statement of Work.docx","","","","","","","","","","False","","","","","","","","","","","U.S. Social Security Number (SSN)","1","68","189fed24-28ac-c608-3c17-2aa64ff3a767","Teams DLP","","21f23e39-6465-59a7-8534-691dcae364f2","Notify on SSN in chat","BlockAccess;NotifyUser","Enable","False","4d28f1f5-ac62-58e9-0eb7-d61daf7f896f"
"ae-00101","2026-08-21T20:01:33Z","2026-08-21","ClassificationAdded","ClassificationAdded","Retention","OneDrive","","tatum.abara@example.com","Member","Pricing Model.xlsx","","","","","","","","","","False","","","","","","","","","Delete after 90 days","","","0",,"","","","","","","","",""
"ae-00013","2026-08-21T20:40:14Z","2026-08-21","LabelApplied","LabelApplied","Labeling","SharePoint","","blair.kowalski@example.com","Member","Customer List.xlsx","/sites/team/Customer List.xlsx","https://example.sharepoint.com/sites/team/Customer List.xlsx","xlsx","","Web","9886dcbf-aabd-d9c4-265f-ef3ab241a870","","","LabelApplied","False","Manual","","False","","","","","","","","","0",,"","","","","","","","",""
"ae-00109","2026-08-21T22:21:57Z","2026-08-21","CopilotInteraction","CopilotInteraction","Ai","Teams","Microsoft 365 Copilot","reese.nakamura@example.com","Member","","","","","","","","","","","False","","","","","","","","","","","","0",,"","","","","","","","",""
"ae-00093","2026-08-22T01:14:48Z","2026-08-22","ClassificationAdded","ClassificationAdded","Retention","OneDrive","","blair.nakamura@example.com","Member","Contract Draft.docx","","","","","","","","","","False","","","","","","","","","7 Year Retention","","","0",,"","","","","","","","",""
"ae-00104","2026-08-22T06:23:24Z","2026-08-22","ClassificationAdded","ClassificationAdded","Retention","SharePoint","","drew.chaudhry@example.com","Member","Pricing Model.xlsx","","","","","","","","","","False","","","","","","","","","Delete after 90 days","","","0",,"","","","","","","","",""
"ae-00060","2026-08-22T06:25:20Z","2026-08-22","NewProtection","NewProtection","Protection","Exchange","","tatum.abara@example.com","Member","Contract Draft.docx","","","","","","","","","","False","","","","","","Rms","tatum.abara@example.com","True","","","","0",,"","","","","","","","",""
"ae-00024","2026-08-22T18:14:31Z","2026-08-22","LabelApplied","LabelApplied","Labeling","OneDrive","","oakley.fontaine@example.com","Member","Pricing Model.xlsx","/sites/team/Pricing Model.xlsx","https://example.sharepoint.com/sites/team/Pricing Model.xlsx","xlsx","","Web","4a702759-637a-b5af-97e9-f3b3d78fa6bd","","","LabelApplied","False","Manual","","True","","","","","","","","","0",,"","","","","","","","",""
"ae-00105","2026-08-22T20:36:03Z","2026-08-22","ClassificationAdded","ClassificationAdded","Retention","SharePoint","","harper.ibarra@example.com","Member","Statement of Work.docx","","","","","","","","","","False","","","","","","","","","Delete after 90 days","","","0",,"","","","","","","","",""
"ae-00065","2026-08-23T00:12:51Z","2026-08-23","NewProtection","NewProtection","Protection","Exchange","","jordan.rasmussen@example.com","Member","Pricing Model.xlsx","","","","","","","","","","False","","","","","","Rms","jordan.rasmussen@example.com","True","","","","0",,"","","","","","","","",""
"ae-00083","2026-08-23T10:21:39Z","2026-08-23","DLPRuleMatch","DLPRuleMatch","Dlp","OneDrive","","kai.jovanovic@example.com","Member","Pricing Model.xlsx","","","","","","","","","","False","","","","","","","","","","","Credit Card Number","2","75","1ee5d91f-61e7-fca6-d658-30a25e2db656","Endpoint DLP","","bf64eb26-a7c2-48b8-0770-d2c5f3efb872","Block removable media copy","BlockAccess;NotifyUser","Enable","False","b92fa711-16ab-9385-64e0-ade5c2d86f07"
"ae-00077","2026-08-23T13:01:21Z","2026-08-23","DLPRuleMatch","DLPRuleMatch","Dlp","Teams","","indigo.nakamura@example.com","Member","Customer List.xlsx","","","","","","","","","","False","","","","","","","","","","","Credit Card Number","3","81","1ee5d91f-61e7-fca6-d658-30a25e2db656","Endpoint DLP","","bf64eb26-a7c2-48b8-0770-d2c5f3efb872","Block removable media copy","BlockAccess;NotifyUser","Enable","False","de8ab023-495f-182d-3dd2-87a9773b3a8b"
"ae-00095","2026-08-23T18:55:14Z","2026-08-23","ClassificationAdded","ClassificationAdded","Retention","OneDrive","","kai.jovanovic@example.com","Member","Contract Draft.docx","","","","","","","","","","False","","","","","","","","","7 Year Retention","","","0",,"","","","","","","","",""
"ae-00118","2026-08-23T20:27:14Z","2026-08-23","FileDiscovered","FileDiscovered","Discovery","SharePoint","","avery.delacroix@example.com","Member","Customer List.xlsx","","","","","","","","","","False","","","","","","","","","","","","0",,"","","","","","","","",""
"ae-00012","2026-08-24T08:52:32Z","2026-08-24","LabelApplied","LabelApplied","Labeling","OneDrive","","oakley.jovanovic@example.com","Member","Contract Draft.docx","/sites/team/Contract Draft.docx","https://example.sharepoint.com/sites/team/Contract Draft.docx","docx","","Web","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","","","LabelApplied","False","Manual","","True","","","","","","","","","0",,"","","","","","","","",""
"ae-00016","2026-08-24T10:18:02Z","2026-08-24","LabelApplied","LabelApplied","Labeling","Exchange","","avery.delacroix@example.com","Member","Architecture Review.pptx","/sites/team/Architecture Review.pptx","https://example.sharepoint.com/sites/team/Architecture Review.pptx","pptx","","Web","4a702759-637a-b5af-97e9-f3b3d78fa6bd","","","LabelApplied","False","Manual","","True","","","","","","","","","0",,"","","","","","","","",""
"ae-00096","2026-08-24T11:02:10Z","2026-08-24","ClassificationAdded","ClassificationAdded","Retention","OneDrive","","finley.petrov@example.com","Member","Customer List.xlsx","","","","","","","","","","False","","","","","","","","","Permanent Record","","","0",,"","","","","","","","",""
"ae-00034","2026-08-24T11:26:56Z","2026-08-24","LabelApplied","LabelApplied","Labeling","Exchange","","parker.silva@example.com","Member","Architecture Review.pptx","/sites/team/Architecture Review.pptx","https://example.sharepoint.com/sites/team/Architecture Review.pptx","pptx","","Web","9886dcbf-aabd-d9c4-265f-ef3ab241a870","","","LabelApplied","False","Manual","","False","","","","","","","","","0",,"","","","","","","","",""
"ae-00046","2026-08-24T12:39:43Z","2026-08-24","LabelChanged","LabelChanged","Labeling","SharePoint","","kai.fontaine@example.com","Member","Contract Draft.docx","","","","","","1ac35c60-c612-58ca-feb0-4ef8de7eb39e","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","","LabelDowngraded","True","Manual","No longer contains restricted data","","","","","","","","","","0",,"","","","","","","","",""
"ae-00039","2026-08-24T12:53:25Z","2026-08-24","LabelApplied","LabelApplied","Labeling","Exchange","","oakley.fontaine@example.com","Member","Architecture Review.pptx","/sites/team/Architecture Review.pptx","https://example.sharepoint.com/sites/team/Architecture Review.pptx","pptx","","Web","9886dcbf-aabd-d9c4-265f-ef3ab241a870","","","LabelApplied","False","Manual","","False","","","","","","","","","0",,"","","","","","","","",""
"ae-00122","2026-08-24T19:30:16Z","2026-08-24","FileCopiedToRemovableMedia","FileCopiedToRemovableMedia","Endpoint","Endpoint","","oakley.jovanovic@example.com","Member","Contract Draft.docx","","","","DESKTOP-68556","Windows","","","","","False","","","","","","","","","","","","0",,"","","","","","","","",""
"ae-00123","2026-08-25T00:00:42Z","2026-08-25","FileCopiedToRemovableMedia","FileCopiedToRemovableMedia","Endpoint","Endpoint","","oakley.gallagher@example.com","Member","Contract Draft.docx","","","","DESKTOP-25528","Windows","","","","","False","","","","","","","","","","","","0",,"","","","","","","","",""
"ae-00032","2026-08-25T06:08:46Z","2026-08-25","LabelApplied","LabelApplied","Labeling","SharePoint","","finley.haddad@example.com","Member","Pricing Model.xlsx","/sites/team/Pricing Model.xlsx","https://example.sharepoint.com/sites/team/Pricing Model.xlsx","xlsx","","Web","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","","","LabelApplied","False","Manual","","True","","","","","","","","","0",,"","","","","","","","",""
"ae-00106","2026-08-25T08:10:29Z","2026-08-25","CopilotInteraction","CopilotInteraction","Ai","Teams","Microsoft 365 Copilot","oakley.gallagher@example.com","Member","","","","","","","","","","","False","","","","","","","","","","","","0",,"","","","","","","","",""
"ae-00043","2026-08-25T09:36:50Z","2026-08-25","LabelChanged","LabelChanged","Labeling","SharePoint","","oakley.fontaine@example.com","Member","Pricing Model.xlsx","","","","","","1ac35c60-c612-58ca-feb0-4ef8de7eb39e","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","","LabelDowngraded","True","Manual","No longer contains restricted data","","","","","","","","","","0",,"","","","","","","","",""
"ae-00055","2026-08-25T10:30:14Z","2026-08-25","NewProtection","NewProtection","Protection","Exchange","","noor.quintero@example.com","Member","Statement of Work.docx","","","","","","","","","","False","","","","","","Rms","noor.quintero@example.com","True","","","","0",,"","","","","","","","",""
"ae-00049","2026-08-25T15:37:47Z","2026-08-25","LabelChanged","LabelChanged","Labeling","SharePoint","","jordan.eriksen@example.com","Member","Contract Draft.docx","","","","","","1ac35c60-c612-58ca-feb0-4ef8de7eb39e","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","","LabelDowngraded","True","Manual","No longer contains restricted data","","","","","","","","","","0",,"","","","","","","","",""
"ae-00092","2026-08-25T16:18:27Z","2026-08-25","ClassificationAdded","ClassificationAdded","Retention","OneDrive","","blair.gallagher@example.com","Member","Customer List.xlsx","","","","","","","","","","False","","","","","","","","","7 Year Retention","","","0",,"","","","","","","","",""
"ae-00023","2026-08-26T04:18:14Z","2026-08-26","LabelApplied","LabelApplied","Labeling","SharePoint","","sage.kowalski@example.com","Member","Contract Draft.docx","/sites/team/Contract Draft.docx","https://example.sharepoint.com/sites/team/Contract Draft.docx","docx","","Web","1ac35c60-c612-58ca-feb0-4ef8de7eb39e","","","LabelApplied","False","Manual","","False","","","","","","","","","0",,"","","","","","","","",""
"ae-00028","2026-08-26T06:50:22Z","2026-08-26","LabelApplied","LabelApplied","Labeling","SharePoint","","drew.chaudhry@example.com","Member","Pricing Model.xlsx","/sites/team/Pricing Model.xlsx","https://example.sharepoint.com/sites/team/Pricing Model.xlsx","xlsx","","Web","9886dcbf-aabd-d9c4-265f-ef3ab241a870","","","LabelApplied","False","Manual","","False","","","","","","","","","0",,"","","","","","","","",""
"ae-00125","2026-08-26T08:59:24Z","2026-08-26","FileCopiedToRemovableMedia","FileCopiedToRemovableMedia","Endpoint","Endpoint","","oakley.fontaine@example.com","Member","Statement of Work.docx","","","","DESKTOP-95629","Windows","","","","","False","","","","","","","","","","","","0",,"","","","","","","","",""
"ae-00056","2026-08-26T10:25:20Z","2026-08-26","NewProtection","NewProtection","Protection","Exchange","","marlowe.haddad@example.com","Member","Contract Draft.docx","","","","","","","","","","False","","","","","","Rms","marlowe.haddad@example.com","True","","","","0",,"","","","","","","","",""
"ae-00067","2026-08-27T04:23:28Z","2026-08-27","DLPRuleMatch","DLPRuleMatch","Dlp","Exchange","","kai.abara@example.com","Member","Architecture Review.pptx","","","","","","","","","","False","","","","","","","","","","","Credit Card Number","3","77","1ee5d91f-61e7-fca6-d658-30a25e2db656","Endpoint DLP","","bf64eb26-a7c2-48b8-0770-d2c5f3efb872","Block removable media copy","BlockAccess;NotifyUser","Enable","False","2ffa2a8c-297b-7dc3-80b6-35c08de78897"
"ae-00108","2026-08-27T16:28:38Z","2026-08-27","CopilotInteraction","CopilotInteraction","Ai","Teams","Microsoft 365 Copilot","noor.quintero@example.com","Member","","","","","","","","","","","False","","","","","","","","","","","","0",,"","","","","","","","",""
"ae-00124","2026-08-27T16:53:55Z","2026-08-27","FileCopiedToRemovableMedia","FileCopiedToRemovableMedia","Endpoint","Endpoint","","oakley.chaudhry@example.com","Member","Pricing Model.xlsx","","","","DESKTOP-49823","Windows","","","","","False","","","","","","","","","","","","0",,"","","","","","","","",""
"ae-00022","2026-08-28T06:16:38Z","2026-08-28","LabelApplied","LabelApplied","Labeling","OneDrive","","avery.eriksen@example.com","Member","Architecture Review.pptx","/sites/team/Architecture Review.pptx","https://example.sharepoint.com/sites/team/Architecture Review.pptx","pptx","","Web","2e285a4a-6045-6ffe-d3c8-3fdf369ff82f","","","LabelApplied","False","Manual","","True","","","","","","","","","0",,"","","","","","","","",""
"ae-00053","2026-08-28T10:08:42Z","2026-08-28","NewProtection","NewProtection","Protection","Exchange","","jordan.rasmussen@example.com","Member","Contract Draft.docx","","","","","","","","","","False","","","","","","Rms","jordan.rasmussen@example.com","True","","","","0",,"","","","","","","","",""
"ae-00040","2026-08-28T11:25:18Z","2026-08-28","LabelApplied","LabelApplied","Labeling","Exchange","","quinn.okonkwo@example.com","Member","Pricing Model.xlsx","/sites/team/Pricing Model.xlsx","https://example.sharepoint.com/sites/team/Pricing Model.xlsx","xlsx","","Web","3d209d36-8590-d697-ad0d-c52f2701fb6d","","","LabelApplied","False","Manual","","False","","","","","","","","","0",,"","","","","","","","",""
"ae-00068","2026-08-29T02:35:57Z","2026-08-29","DLPRuleMatch","DLPRuleMatch","Dlp","Endpoint","","quinn.quintero@example.com","Member","Statement of Work.docx","","","","","","","","","","False","","","","","","","","","","","","2","67","0abbe980-f1e9-fe93-e9cd-53dcd96c58f2","Copilot data protection","","11a5c0f4-3676-dbd9-7152-cf430e146759","Block Copilot on Restricted label","BlockAccess;NotifyUser","Enable","False","871f8b38-c39e-6227-d9f4-3e7ab0de244c"
"ae-00007","2026-08-29T03:59:22Z","2026-08-29","LabelApplied","LabelApplied","Labeling","Exchange","","finley.moreau@example.com","Member","Architecture Review.pptx","/sites/team/Architecture Review.pptx","https://example.sharepoint.com/sites/team/Architecture Review.pptx","pptx","","Web","9886dcbf-aabd-d9c4-265f-ef3ab241a870","","","LabelApplied","False","Manual","","False","","","","","","","","","0",,"","","","","","","","",""
"ae-00048","2026-08-29T05:23:28Z","2026-08-29","LabelChanged","LabelChanged","Labeling","SharePoint","","quinn.quintero@example.com","Member","Architecture Review.pptx","","","","","","1ac35c60-c612-58ca-feb0-4ef8de7eb39e","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","","LabelDowngraded","True","Manual","No longer contains restricted data","","","","","","","","","","0",,"","","","","","","","",""
"ae-00075","2026-08-29T08:40:14Z","2026-08-29","DLPRuleMatch","DLPRuleMatch","Dlp","Teams","","reese.takahashi@example.com","Member","Pricing Model.xlsx","","","","","","","","","","False","","","","","","","","","","","Credit Card Number","2","83","0014e327-80ff-0596-952f-70299af5e6cf","Global DLP","","b1a91a78-dc39-2ee6-46e7-35190dc92369","Block credit card numbers","BlockAccess;NotifyUser","Enable","False","f93378d8-e02d-807f-5841-93b7ce37a04c"
"ae-00090","2026-08-29T08:43:20Z","2026-08-29","DLPRuleMatch","DLPRuleMatch","Dlp","Endpoint","","avery.delacroix@example.com","Member","Contract Draft.docx","","","","","","","","","","False","","","","","","","","","","","","3","82","0abbe980-f1e9-fe93-e9cd-53dcd96c58f2","Copilot data protection","","11a5c0f4-3676-dbd9-7152-cf430e146759","Block Copilot on Restricted label","BlockAccess;NotifyUser","Enable","False","d02d48a2-2e55-adca-d23b-877c61569e19"
"ae-00087","2026-08-29T09:58:03Z","2026-08-29","DLPRuleMatch","DLPRuleMatch","Dlp","SharePoint","","drew.chaudhry@example.com","Member","Contract Draft.docx","","","","","","","","","","False","","","","","","","","","","","","2","75","0abbe980-f1e9-fe93-e9cd-53dcd96c58f2","Copilot data protection","","11a5c0f4-3676-dbd9-7152-cf430e146759","Block Copilot on Restricted label","BlockAccess;NotifyUser","Enable","False","36b10b8c-6650-6c52-8122-12f57ac99c4a"
"ae-00019","2026-08-29T11:11:37Z","2026-08-29","LabelApplied","LabelApplied","Labeling","SharePoint","","marlowe.haddad@example.com","Member","Architecture Review.pptx","/sites/team/Architecture Review.pptx","https://example.sharepoint.com/sites/team/Architecture Review.pptx","pptx","","Web","9886dcbf-aabd-d9c4-265f-ef3ab241a870","","","LabelApplied","False","Manual","","False","","","","","","","","","0",,"","","","","","","","",""
"ae-00042","2026-08-29T18:03:27Z","2026-08-29","LabelChanged","LabelChanged","Labeling","SharePoint","","harper.ibarra@example.com","Member","Customer List.xlsx","","","","","","1ac35c60-c612-58ca-feb0-4ef8de7eb39e","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","","LabelDowngraded","True","Manual","No longer contains restricted data","","","","","","","","","","0",,"","","","","","","","",""
"ae-00050","2026-08-29T20:40:15Z","2026-08-29","LabelChanged","LabelChanged","Labeling","SharePoint","","kai.abara@example.com","Member","Statement of Work.docx","","","","","","1ac35c60-c612-58ca-feb0-4ef8de7eb39e","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","","LabelDowngraded","True","Manual","No longer contains restricted data","","","","","","","","","","0",,"","","","","","","","",""
"ae-00010","2026-08-30T07:39:58Z","2026-08-30","LabelApplied","LabelApplied","Labeling","Exchange","","logan.silva@example.com","Member","Customer List.xlsx","/sites/team/Customer List.xlsx","https://example.sharepoint.com/sites/team/Customer List.xlsx","xlsx","","Web","2e285a4a-6045-6ffe-d3c8-3fdf369ff82f","","","LabelApplied","False","Manual","","True","","","","","","","","","0",,"","","","","","","","",""
"ae-00045","2026-08-30T08:21:45Z","2026-08-30","LabelChanged","LabelChanged","Labeling","SharePoint","","blair.nakamura@example.com","Member","Statement of Work.docx","","","","","","1ac35c60-c612-58ca-feb0-4ef8de7eb39e","8ae0c067-5ed0-e6f6-aa72-965b6c4b9844","","LabelDowngraded","True","Manual","No longer contains restricted data","","","","","","","","","","0",,"","","","","","","","",""
"ae-00072","2026-08-30T12:21:26Z","2026-08-30","DLPRuleMatch","DLPRuleMatch","Dlp","SharePoint","","drew.chaudhry@example.com","Member","Architecture Review.pptx","","","","","","","","","","False","","","","","","","","","","","Credit Card Number","1","83","0014e327-80ff-0596-952f-70299af5e6cf","Global DLP","","b1a91a78-dc39-2ee6-46e7-35190dc92369","Block credit card numbers","BlockAccess;NotifyUser","Enable","False","1470d027-8306-724c-25e6-988e884da338"
"ae-00001","2026-08-30T22:39:14Z","2026-08-30","LabelApplied","LabelApplied","Labeling","SharePoint","","kai.fontaine@example.com","Member","Customer List.xlsx","/sites/team/Customer List.xlsx","https://example.sharepoint.com/sites/team/Customer List.xlsx","xlsx","","Web","3d209d36-8590-d697-ad0d-c52f2701fb6d","","","LabelApplied","False","Manual","","False","","","","","","","","","0",,"","","","","","","","",""
"ae-00071","2026-08-31T05:28:21Z","2026-08-31","DLPRuleMatch","DLPRuleMatch","Dlp","Endpoint","","oakley.chaudhry@example.com","Member","Pricing Model.xlsx","","","","","","","","","","False","","Approved by manager for external audit","","","","","","","","","U.S. Social Security Number (SSN)","4","95","189fed24-28ac-c608-3c17-2aa64ff3a767","Teams DLP","","21f23e39-6465-59a7-8534-691dcae364f2","Notify on SSN in chat","BlockAccess;NotifyUser","Enable","False","46cf4b92-dcd6-e231-958d-fd510ea0d01b"
"ae-00107","2026-08-31T15:41:34Z","2026-08-31","CopilotInteraction","CopilotInteraction","Ai","Teams","Microsoft 365 Copilot","indigo.nakamura@example.com","Member","","","","","","","","","","","False","","","","","","","","","","","","0",,"","","","","","","","",""
"ae-00021","2026-08-31T22:10:02Z","2026-08-31","LabelApplied","LabelApplied","Labeling","SharePoint","","drew.chaudhry@example.com","Member","Contract Draft.docx","/sites/team/Contract Draft.docx","https://example.sharepoint.com/sites/team/Contract Draft.docx","docx","","Web","83adde07-8456-5e59-de16-c4f56be4a287","","","LabelApplied","False","Manual","","True","","","","","","","","","0",,"","","","","","","","",""
