"CreatedDateTime","Id","UserId","UserPrincipalName","AppDisplayName","ResourceDisplayName","IpAddress","City","CountryOrRegion","ClientAppUsed","IsInteractive","ErrorCode","ConditionalAccessStatus"
"2026-05-06T11:08:35Z","d04f9f73-149d-f1b3-2020-945d8f6ff480","b7f3c38a-68a2-7f10-bbf9-0f9f42a07f26","avery.haddad_partner5.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Graph","203.0.113.65","Sydney","AU","Browser","True","0","success"
"2026-05-06T14:13:49Z","c5c22a68-347a-a58f-8c5a-1e3f502fcce7","b7f3c38a-68a2-7f10-bbf9-0f9f42a07f26","avery.haddad_partner5.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Office 365 SharePoint Online","203.0.113.121","Sydney","AU","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-06T14:53:48Z","4b4c73a0-01a4-4e6c-bf6e-e139e2c36a5c","ea81087d-4636-4ac3-53aa-880663dfadf8","yael.fontaine_partner10.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Windows Azure Active Directory","203.0.113.32","Toronto","CA","Browser","False","0","success"
"2026-05-06T19:01:23Z","bccf9069-6256-481c-1e0e-b0f36ecbdee4","b7f3c38a-68a2-7f10-bbf9-0f9f42a07f26","avery.haddad_partner5.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Microsoft Graph","203.0.113.40","Sydney","AU","Browser","True","0","notApplied"
"2026-05-06T19:57:08Z","268446c5-093a-8afc-e400-858f6c4c14b2","b7f3c38a-68a2-7f10-bbf9-0f9f42a07f26","avery.haddad_partner5.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.231","Sydney","AU","Browser","True","0","success"
"2026-05-07T10:42:35Z","0ab2dcaf-bb6c-8e6e-cb8c-7f84b1ba81b6","72c24b7a-616e-9ed1-0d84-6930486a21d0","reese.ibarra_partner7.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Windows Azure Active Directory","203.0.113.160","Sydney","AU","Mobile Apps and Desktop clients","False","0","notApplied"
"2026-05-07T11:45:54Z","6e61d50c-2c9b-57ef-f213-5a02f20c480b","12869724-5830-e031-dc71-3182a3ca73bc","blair.eriksen_partner11.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.133","Sydney","AU","Browser","True","0","success"
"2026-05-07T14:51:41Z","f6a41632-2115-3508-dd87-95e62d9ba627","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Office 365 SharePoint Online","203.0.113.149","Seattle","US","Browser","True","0","notApplied"
"2026-05-07T14:57:47Z","081e918c-8061-71a7-dee5-76dcef21ea2e","7660dd0f-bbd8-cf76-8d5f-685ef3c160f3","wren.fontaine_partner6.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Office 365 SharePoint Online","203.0.113.133","Seattle","US","Browser","True","0","notApplied"
"2026-05-07T15:05:12Z","647274b3-4388-5a49-7cab-0da0430072a1","b7f3c38a-68a2-7f10-bbf9-0f9f42a07f26","avery.haddad_partner5.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Windows Azure Active Directory","203.0.113.157","Sydney","AU","Browser","True","0","notApplied"
"2026-05-08T09:17:32Z","dc1cfa2e-43dd-ba31-2012-c02d6dfdfa8b","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Office 365 SharePoint Online","203.0.113.33","Seattle","US","Browser","False","0","notApplied"
"2026-05-08T09:47:49Z","a6a86a79-c360-881b-399e-f4bf858a35f1","86a4ade9-23ca-78f8-f180-48fb9401e02f","drew.lindqvist_partner2.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Microsoft Teams Services","203.0.113.3","Seattle","US","Browser","False","53003","failure"
"2026-05-08T10:33:50Z","7d19afa1-ccc4-18c8-00cc-7dfbb51ab2de","db5625e8-f6c3-fff4-398a-df5cb54e80dd","umi.xiong_partner12.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Microsoft Graph","203.0.113.17","Sydney","AU","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-08T11:10:09Z","bffaf4b9-d306-0d8b-af3e-a194356b8069","4210d1df-444c-0352-0449-308d469e449d","sage.xiong_partner8.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Windows Azure Active Directory","203.0.113.244","Austin","US","Browser","False","0","success"
"2026-05-08T11:15:30Z","b5d94b27-1836-dc6e-30d8-0b5cf44faaa7","4e84cc4d-d6d1-248d-50ab-8724b6a35057","blair.jovanovic_partner10.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Microsoft Teams Services","203.0.113.32","Seattle","US","Browser","True","0","notApplied"
"2026-05-08T14:04:37Z","42b4712b-8192-f65e-f369-b02e30faacd2","ea81087d-4636-4ac3-53aa-880663dfadf8","yael.fontaine_partner10.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Microsoft Graph","203.0.113.122","Toronto","CA","Browser","True","0","notApplied"
"2026-05-08T17:46:48Z","3d642b77-6f24-4f14-af5e-6976964e9a20","2eef2af4-2aac-b53d-d074-a100e1235ad1","yael.silva_partner9.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Windows Azure Active Directory","203.0.113.187","Austin","US","Mobile Apps and Desktop clients","True","0","success"
"2026-05-08T18:03:22Z","9a310ea4-1d62-c3fb-a418-b162a2ab8bf3","4210d1df-444c-0352-0449-308d469e449d","sage.xiong_partner8.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Office 365 SharePoint Online","203.0.113.154","Austin","US","Mobile Apps and Desktop clients","True","0","success"
"2026-05-08T18:55:17Z","1f7d1801-4289-9638-4f4c-35f008ce4ad8","12869724-5830-e031-dc71-3182a3ca73bc","blair.eriksen_partner11.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Windows Azure Active Directory","203.0.113.73","Sydney","AU","Mobile Apps and Desktop clients","False","53003","failure"
"2026-05-08T19:47:18Z","de00fb35-fe5a-90f5-b66d-6932c98a81d4","dafb4783-e9f9-cbba-00a2-5a8236e4ccd1","harper.gallagher_partner7.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Microsoft Teams Services","203.0.113.46","Sydney","AU","Mobile Apps and Desktop clients","False","0","success"
"2026-05-08T19:48:05Z","6c040387-b975-c7cc-ac71-8b3eba7f0a93","f0ce2995-b75c-3458-aae5-9fdcf46dd40d","reese.moreau_partner6.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Office 365 SharePoint Online","203.0.113.244","Toronto","CA","Browser","True","0","success"
"2026-05-08T19:51:02Z","0e791ad8-88d5-cb97-c9ce-21b474f3a5bc","86a4ade9-23ca-78f8-f180-48fb9401e02f","drew.lindqvist_partner2.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Microsoft Graph","203.0.113.235","Seattle","US","Mobile Apps and Desktop clients","False","0","notApplied"
"2026-05-09T09:00:58Z","bf02731e-bc37-f29b-dc17-7b2018b0545a","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Office 365 SharePoint Online","203.0.113.83","Seattle","US","Browser","False","0","notApplied"
"2026-05-09T09:06:18Z","af370824-6bae-454b-9e1a-5124762870ca","4210d1df-444c-0352-0449-308d469e449d","sage.xiong_partner8.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.232","Austin","US","Mobile Apps and Desktop clients","False","0","notApplied"
"2026-05-09T09:39:30Z","5b9d2562-9481-577a-a41b-b0118b4e42fe","5f6e7e00-1588-dc5b-5e45-7bbf646e7d4e","reese.quintero_partner3.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Windows Azure Active Directory","203.0.113.57","Austin","US","Mobile Apps and Desktop clients","False","0","success"
"2026-05-09T13:42:08Z","33daef49-608c-dd74-89d4-75be8effe178","db5625e8-f6c3-fff4-398a-df5cb54e80dd","umi.xiong_partner12.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Office 365 SharePoint Online","203.0.113.117","Sydney","AU","Browser","True","0","notApplied"
"2026-05-09T14:18:45Z","8d62befd-2568-9e2c-4d53-01a15c5d4f0b","2eef2af4-2aac-b53d-d074-a100e1235ad1","yael.silva_partner9.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Office 365 SharePoint Online","203.0.113.42","Austin","US","Mobile Apps and Desktop clients","False","0","notApplied"
"2026-05-09T14:49:49Z","ed1f47b4-f022-e0bc-6bc7-129ac43bf52d","72c24b7a-616e-9ed1-0d84-6930486a21d0","reese.ibarra_partner7.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Windows Azure Active Directory","203.0.113.50","Sydney","AU","Mobile Apps and Desktop clients","False","0","success"
"2026-05-09T16:58:38Z","69db1437-9127-c31d-4943-acd02f4d75d0","5f6e7e00-1588-dc5b-5e45-7bbf646e7d4e","reese.quintero_partner3.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Windows Azure Active Directory","203.0.113.15","Austin","US","Browser","True","53003","failure"
"2026-05-09T17:14:13Z","1a4841ff-546b-0655-bc9e-3793d41975d4","5f6e7e00-1588-dc5b-5e45-7bbf646e7d4e","reese.quintero_partner3.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Microsoft Teams Services","203.0.113.128","Austin","US","Browser","True","0","notApplied"
"2026-05-09T17:35:50Z","ba5253ad-10cf-6fb8-9423-c1cfb4678c9b","f0ce2995-b75c-3458-aae5-9fdcf46dd40d","reese.moreau_partner6.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Windows Azure Active Directory","203.0.113.115","Toronto","CA","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-09T19:27:58Z","df4a3759-80a7-5a74-8210-0cd878602756","86a4ade9-23ca-78f8-f180-48fb9401e02f","drew.lindqvist_partner2.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.53","Seattle","US","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-10T07:42:46Z","aedbd0e0-6b36-68a5-f32e-e45bbffb89c6","658d8760-7df8-76f1-8d12-320ab4abbfb0","yael.haddad_partner4.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Microsoft Teams Services","203.0.113.74","Dublin","IE","Mobile Apps and Desktop clients","True","0","success"
"2026-05-10T10:24:24Z","1e945727-b442-d33b-47ae-c06a70d77dc7","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Windows Azure Active Directory","203.0.113.183","Seattle","US","Mobile Apps and Desktop clients","False","0","notApplied"
"2026-05-10T10:55:31Z","a21e72c6-16f1-4ae3-b2ac-2a52acd029a3","fd7aa7f1-51e6-4de0-21c6-46ecbf93f045","jordan.abara_partner9.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Windows Azure Active Directory","203.0.113.111","Sydney","AU","Browser","True","0","notApplied"
"2026-05-10T11:10:48Z","a1b8f7a5-41a7-ceb2-b31d-2492ffd2ea14","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Office 365 SharePoint Online","203.0.113.79","Seattle","US","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-10T11:46:51Z","ce129e66-5c62-f150-fbb5-f9f1e2ea4170","72c24b7a-616e-9ed1-0d84-6930486a21d0","reese.ibarra_partner7.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Office 365 SharePoint Online","203.0.113.15","Sydney","AU","Browser","True","0","notApplied"
"2026-05-10T12:27:50Z","c553e262-eedb-a80d-2a22-7ce287124e38","fd7aa7f1-51e6-4de0-21c6-46ecbf93f045","jordan.abara_partner9.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Windows Azure Active Directory","203.0.113.107","Sydney","AU","Mobile Apps and Desktop clients","False","0","notApplied"
"2026-05-10T12:46:23Z","25af1b3a-e6cd-788d-3669-606cc57f5306","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Office 365 SharePoint Online","203.0.113.25","Seattle","US","Mobile Apps and Desktop clients","True","0","success"
"2026-05-10T15:50:14Z","16a0e5f2-1738-878c-6664-86ddc9fd40e9","86a4ade9-23ca-78f8-f180-48fb9401e02f","drew.lindqvist_partner2.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Microsoft Teams Services","203.0.113.231","Seattle","US","Mobile Apps and Desktop clients","False","0","notApplied"
"2026-05-10T16:00:43Z","b8b538a0-ebb7-6b86-0965-0b3e6c76ba83","f76b380c-3af5-8586-d3d7-cb368f002974","kai.bergstrom_partner11.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Microsoft Graph","203.0.113.169","Toronto","CA","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-10T17:58:51Z","02feaaaf-d427-d255-eaab-0984e77a3792","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Microsoft Graph","203.0.113.217","Seattle","US","Mobile Apps and Desktop clients","True","0","success"
"2026-05-11T10:29:44Z","19c351d2-3bb0-d2f9-a656-519bea4d31f8","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Microsoft Graph","203.0.113.49","Seattle","US","Mobile Apps and Desktop clients","True","0","success"
"2026-05-11T13:05:27Z","91537fae-def4-06cc-da4d-aeb6ebcbf540","12869724-5830-e031-dc71-3182a3ca73bc","blair.eriksen_partner11.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.139","Sydney","AU","Browser","False","0","success"
"2026-05-11T13:18:55Z","cbce4a2a-119f-45ac-57db-9768995554aa","5f6e7e00-1588-dc5b-5e45-7bbf646e7d4e","reese.quintero_partner3.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Office 365 SharePoint Online","203.0.113.158","Austin","US","Mobile Apps and Desktop clients","False","0","success"
"2026-05-11T13:45:51Z","dbac1483-8b15-6675-fdb0-a108d0e8ac27","c5c53719-e6ff-ad4a-dd82-05b6b3105f9f","drew.fontaine_partner1.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Office 365 SharePoint Online","203.0.113.80","Dublin","IE","Browser","True","0","success"
"2026-05-11T13:51:35Z","21fee3d3-6bb6-b93a-51c6-3b06e51afb52","12869724-5830-e031-dc71-3182a3ca73bc","blair.eriksen_partner11.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Graph","203.0.113.143","Sydney","AU","Browser","True","0","success"
"2026-05-11T14:23:35Z","67469fdf-fd45-554a-c44e-7e8803516c71","4210d1df-444c-0352-0449-308d469e449d","sage.xiong_partner8.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Graph","203.0.113.241","Austin","US","Browser","False","0","success"
"2026-05-11T15:40:07Z","d6638725-14ff-b8bd-a069-9f7d1be353b5","9145356f-c0fc-c57a-28f4-c70beb10e1f5","kai.ibarra_partner2.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Windows Azure Active Directory","203.0.113.111","Austin","US","Browser","True","0","success"
"2026-05-11T17:02:40Z","5789d6bc-0c74-8eb5-5740-5732d6f52659","c5c53719-e6ff-ad4a-dd82-05b6b3105f9f","drew.fontaine_partner1.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Microsoft Teams Services","203.0.113.153","Dublin","IE","Mobile Apps and Desktop clients","True","0","success"
"2026-05-11T17:48:53Z","9df59e21-ffb0-3a25-962d-02b822056969","b7f3c38a-68a2-7f10-bbf9-0f9f42a07f26","avery.haddad_partner5.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Microsoft Teams Services","203.0.113.11","Sydney","AU","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-12T07:47:26Z","7ba81423-8791-4fc6-203b-1565cd0558c3","c5c53719-e6ff-ad4a-dd82-05b6b3105f9f","drew.fontaine_partner1.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Office 365 SharePoint Online","203.0.113.81","Dublin","IE","Browser","True","0","success"
"2026-05-12T10:29:25Z","df0b8cf2-846f-a5a5-a284-3918c0b80986","f76b380c-3af5-8586-d3d7-cb368f002974","kai.bergstrom_partner11.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Windows Azure Active Directory","203.0.113.161","Toronto","CA","Browser","False","0","success"
"2026-05-12T12:45:39Z","c6c309ea-901d-4788-9071-7405c0cb79bc","658d8760-7df8-76f1-8d12-320ab4abbfb0","yael.haddad_partner4.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Microsoft Graph","203.0.113.68","Dublin","IE","Mobile Apps and Desktop clients","False","0","notApplied"
"2026-05-12T12:56:01Z","c830118f-bccb-45bc-fe08-982357a2ee3d","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Microsoft Teams Services","203.0.113.145","Seattle","US","Mobile Apps and Desktop clients","False","0","success"
"2026-05-12T14:02:41Z","d8e0f3d2-fa7d-ae7c-4d55-6502969aa6d2","f76b380c-3af5-8586-d3d7-cb368f002974","kai.bergstrom_partner11.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Microsoft Graph","203.0.113.44","Toronto","CA","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-12T14:51:46Z","d07a048d-d7eb-8e9b-e14b-370c9399d754","86a4ade9-23ca-78f8-f180-48fb9401e02f","drew.lindqvist_partner2.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Microsoft Graph","203.0.113.94","Seattle","US","Browser","True","0","notApplied"
"2026-05-12T15:31:33Z","fee34f9d-787f-bd38-44e9-c590cbb06aa9","2eef2af4-2aac-b53d-d074-a100e1235ad1","yael.silva_partner9.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.167","Austin","US","Mobile Apps and Desktop clients","True","0","success"
"2026-05-12T16:47:24Z","646633a0-0352-7343-2ae3-a38f1ee54b0b","12869724-5830-e031-dc71-3182a3ca73bc","blair.eriksen_partner11.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Windows Azure Active Directory","203.0.113.83","Sydney","AU","Mobile Apps and Desktop clients","True","0","success"
"2026-05-12T17:59:39Z","853d3bc4-e31f-9e7a-fd89-0eafa0155d59","12869724-5830-e031-dc71-3182a3ca73bc","blair.eriksen_partner11.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Graph","203.0.113.148","Sydney","AU","Browser","False","0","success"
"2026-05-12T18:12:58Z","887fdacf-cca4-4011-05f3-6f46fd0fa2da","7fd125a7-29ec-51b4-e4f6-84a2facf791e","harper.rasmussen_partner3.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Windows Azure Active Directory","203.0.113.138","Austin","US","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-13T09:21:15Z","6fed10d2-1280-fe79-1bda-a1d60daf9544","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Windows Azure Active Directory","203.0.113.113","Seattle","US","Browser","True","0","success"
"2026-05-13T10:11:24Z","16362155-d3b9-ccb3-e024-200026fa228e","5f6e7e00-1588-dc5b-5e45-7bbf646e7d4e","reese.quintero_partner3.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.243","Austin","US","Mobile Apps and Desktop clients","False","0","success"
"2026-05-13T10:47:24Z","0ef29492-9a12-6d72-7acc-492fd56e8117","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Microsoft Graph","203.0.113.39","Seattle","US","Browser","True","0","notApplied"
"2026-05-13T12:23:34Z","b6d0b30d-c8eb-ecd4-a3da-63d18227233c","2e37ffce-ce9f-c07b-5161-2ff713d54290","logan.nakamura_partner1.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Office 365 SharePoint Online","203.0.113.212","Dublin","IE","Browser","True","0","notApplied"
"2026-05-13T14:37:57Z","fcc159ae-f5d0-4bae-2001-aa2fbdac3d45","5f6e7e00-1588-dc5b-5e45-7bbf646e7d4e","reese.quintero_partner3.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Office 365 SharePoint Online","203.0.113.83","Austin","US","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-13T15:21:19Z","e6c181b3-3efb-3e1d-5310-a7f8319ddd39","02812435-de63-505c-e3ec-438515b99a26","umi.ibarra_partner10.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Windows Azure Active Directory","203.0.113.3","Dublin","IE","Mobile Apps and Desktop clients","False","0","success"
"2026-05-13T17:00:52Z","73e78da3-9961-b1dd-d921-2f394d493a12","fd7aa7f1-51e6-4de0-21c6-46ecbf93f045","jordan.abara_partner9.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Microsoft Graph","203.0.113.40","Sydney","AU","Browser","True","0","notApplied"
"2026-05-13T17:53:23Z","18b4d313-7fc4-fb50-889a-b9942a042a00","86a4ade9-23ca-78f8-f180-48fb9401e02f","drew.lindqvist_partner2.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.108","Seattle","US","Browser","True","0","notApplied"
"2026-05-13T18:51:21Z","5251c1a4-d394-ee65-9c18-4ccbce41f63c","fd7aa7f1-51e6-4de0-21c6-46ecbf93f045","jordan.abara_partner9.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.191","Sydney","AU","Browser","True","0","notApplied"
"2026-05-14T07:00:27Z","c55092a2-57ee-71ee-3984-c510a73d8aa9","4b9a563d-652c-abff-7498-174e3c71cada","noor.yilmaz_partner12.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Windows Azure Active Directory","203.0.113.219","Sydney","AU","Mobile Apps and Desktop clients","False","0","success"
"2026-05-14T08:57:45Z","47b78457-3594-edd1-af2b-677300030b38","658d8760-7df8-76f1-8d12-320ab4abbfb0","yael.haddad_partner4.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Windows Azure Active Directory","203.0.113.97","Dublin","IE","Browser","True","0","success"
"2026-05-14T10:32:27Z","47fb4da5-4895-3bf6-2f12-79fd5bb1991c","f0ce2995-b75c-3458-aae5-9fdcf46dd40d","reese.moreau_partner6.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Windows Azure Active Directory","203.0.113.230","Toronto","CA","Mobile Apps and Desktop clients","True","0","success"
"2026-05-14T13:03:09Z","6bc9ecba-ccbe-fb21-d4f7-b7e3f5205906","72c24b7a-616e-9ed1-0d84-6930486a21d0","reese.ibarra_partner7.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Microsoft Graph","203.0.113.222","Sydney","AU","Browser","True","0","notApplied"
"2026-05-14T17:20:21Z","9db77231-77f4-8824-01b6-cff708f19ba8","c5c53719-e6ff-ad4a-dd82-05b6b3105f9f","drew.fontaine_partner1.example.com#EXT#@example.onmicrosoft.com","Microsoft Teams","Windows Azure Active Directory","203.0.113.81","Dublin","IE","Browser","True","0","success"
"2026-05-15T07:31:02Z","ea5db205-53a6-fb11-23d9-f421d50a7d1a","2eef2af4-2aac-b53d-d074-a100e1235ad1","yael.silva_partner9.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Office 365 SharePoint Online","203.0.113.113","Austin","US","Mobile Apps and Desktop clients","True","53003","failure"
"2026-05-15T08:01:10Z","fd5594c6-4566-9194-db94-5678a4ddb2a3","06bf4364-168b-79d7-006b-15e31f8a9f0c","zephyr.bergstrom_partner12.example.com#EXT#@example.onmicrosoft.com","OneDrive SyncEngine","Microsoft Graph","203.0.113.75","Seattle","US","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-15T08:51:15Z","ab37ce1c-d234-ecbc-b904-1dd07ff9a176","86a4ade9-23ca-78f8-f180-48fb9401e02f","drew.lindqvist_partner2.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Windows Azure Active Directory","203.0.113.247","Seattle","US","Browser","False","0","success"
"2026-05-15T11:08:05Z","4edcd5f7-61eb-6438-f968-b0274d48fd14","2eef2af4-2aac-b53d-d074-a100e1235ad1","yael.silva_partner9.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Teams Services","203.0.113.18","Austin","US","Browser","True","0","success"
"2026-05-15T11:40:05Z","5be1c9a9-87f6-2bd5-2730-a1a05ada6b28","2e37ffce-ce9f-c07b-5161-2ff713d54290","logan.nakamura_partner1.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Office 365 SharePoint Online","203.0.113.247","Dublin","IE","Mobile Apps and Desktop clients","True","0","success"
"2026-05-15T11:57:23Z","7dd04dbe-ee4a-e7e9-8442-fa29deb808b7","db5625e8-f6c3-fff4-398a-df5cb54e80dd","umi.xiong_partner12.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Microsoft Graph","203.0.113.3","Sydney","AU","Browser","True","0","notApplied"
"2026-05-15T13:16:18Z","562813aa-1f3c-0f75-4d59-068e52ae8f2e","658d8760-7df8-76f1-8d12-320ab4abbfb0","yael.haddad_partner4.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Microsoft Teams Services","203.0.113.240","Dublin","IE","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-15T15:16:11Z","2b69e05b-86f1-1ba0-70c3-fdb2e05cc823","4210d1df-444c-0352-0449-308d469e449d","sage.xiong_partner8.example.com#EXT#@example.onmicrosoft.com","Office 365 SharePoint Online","Office 365 SharePoint Online","203.0.113.33","Austin","US","Mobile Apps and Desktop clients","True","0","notApplied"
"2026-05-15T15:37:17Z","f5528e6e-adb3-cea5-7138-1b3ad52ae450","7660dd0f-bbd8-cf76-8d5f-685ef3c160f3","wren.fontaine_partner6.example.com#EXT#@example.onmicrosoft.com","SharePoint Online Web Client Extensibility","Windows Azure Active Directory","203.0.113.124","Seattle","US","Browser","True","0","notApplied"
"2026-05-15T16:50:28Z","739a1558-d708-2271-1672-bc2f02b60fdb","4210d1df-444c-0352-0449-308d469e449d","sage.xiong_partner8.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Windows Azure Active Directory","203.0.113.178","Austin","US","Browser","True","0","notApplied"
"2026-05-15T16:57:08Z","983a86bf-df5e-f5a0-57b1-61dac0b6a4dc","658d8760-7df8-76f1-8d12-320ab4abbfb0","yael.haddad_partner4.example.com#EXT#@example.onmicrosoft.com","Microsoft Office","Microsoft Graph","203.0.113.228","Dublin","IE","Browser","True","0","notApplied"
