"ActivityDateTime","Id","ActivityDisplayName","Result","InitiatedByUserPrincipalName","InitiatedByAppDisplayName","TargetUserId","TargetUserPrincipalName"
"2026-07-10T16:55:05Z","35365308-bf0e-c2ae-4634-a2521c0faebd","Invite external user","success","tatum.chaudhry@example.com","Microsoft Entra admin center","7ed6c67c-32ca-15a9-b1b7-916d734bd99b","jordan.eriksen_partner7.example.com#EXT#@example.onmicrosoft.com"
"2026-07-10T19:26:37Z","17a72a98-1134-dedc-9a14-0d859c0fd3b1","Invite external user","success","avery.xiong@example.com","Microsoft Entra admin center","afb36c7d-8880-f1ce-a5b7-492df0bb428d","logan.fontaine_partner11.example.com#EXT#@example.onmicrosoft.com"
"2026-07-11T04:55:05Z","86f4ddac-1aae-7719-5f04-3fd8ce4c9168","Redeem external user invite","success","jordan.eriksen@partner7.example.com","Microsoft Invitation Service","7ed6c67c-32ca-15a9-b1b7-916d734bd99b","jordan.eriksen_partner7.example.com#EXT#@example.onmicrosoft.com"
"2026-07-16T08:26:37Z","7792e3f1-f84d-92c5-02f7-c7313ca8190d","Redeem external user invite","success","logan.fontaine@partner11.example.com","Microsoft Invitation Service","afb36c7d-8880-f1ce-a5b7-492df0bb428d","logan.fontaine_partner11.example.com#EXT#@example.onmicrosoft.com"
"2026-07-17T13:10:28Z","9582cfe3-c409-b0e9-e224-b642c03c1082","Invite external user with reset invitation status","success","marlowe.gallagher@example.com","Microsoft Entra admin center","fae8de87-a338-24e4-d950-324077e84233","vale.petrov_partner9.example.com#EXT#@example.onmicrosoft.com"
"2026-07-18T18:17:16Z","f3d62b2e-802f-a3f5-2f24-1b24be3d0663","Invite external user","success","blair.zawadzki@example.com","Microsoft Entra admin center","ae9d2cd6-fd15-636e-28e1-61cbfb0c2a81","drew.ueda_partner2.example.com#EXT#@example.onmicrosoft.com"
"2026-07-22T11:29:12Z","9493105e-da55-525a-42a3-495a28f3b060","Invite external user","success","parker.chaudhry@example.com","Microsoft Entra admin center","fe2bbf17-9336-462d-6b1a-fcb3ae60e455","blair.kowalski_partner3.example.com#EXT#@example.onmicrosoft.com"
"2026-07-22T19:10:31Z","3bc56de1-bd1d-5364-54af-56b38433e420","Invite external user","success","sage.silva@example.com","Microsoft Entra admin center","1701bf74-e630-7200-c0fb-57c96cb1af0f","drew.haddad_partner4.example.com#EXT#@example.onmicrosoft.com"
"2026-07-23T19:29:12Z","55bf0fca-1122-50bb-e287-cf406da2f994","Redeem external user invite","success","blair.kowalski@partner3.example.com","Microsoft Invitation Service","fe2bbf17-9336-462d-6b1a-fcb3ae60e455","blair.kowalski_partner3.example.com#EXT#@example.onmicrosoft.com"
"2026-07-23T21:10:31Z","1802d38d-9303-561b-0fa7-21143fb45ff8","Redeem external user invite","success","drew.haddad@partner4.example.com","Microsoft Invitation Service","1701bf74-e630-7200-c0fb-57c96cb1af0f","drew.haddad_partner4.example.com#EXT#@example.onmicrosoft.com"
"2026-07-26T14:21:53Z","4bdca2ea-8e5e-c040-67df-b35236ab9218","Invite external user","success","sage.delacroix@example.com","Microsoft Entra admin center","3cdf686f-d6b7-15a2-11a6-a2d160689b69","vale.quintero_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-07-31T15:58:30Z","ace38ef3-4417-5871-408b-e45e189099a8","Invite external user","success","noor.gallagher@example.com","Microsoft Entra admin center","82b72ff3-795a-db69-3b14-7a3d6942da33","xan.ibarra_partner11.example.com#EXT#@example.onmicrosoft.com"
"2026-08-01T04:21:53Z","8a0524d7-3786-eee4-3abf-d50a80d5f4f9","Redeem external user invite","success","vale.quintero@partner8.example.com","Microsoft Invitation Service","3cdf686f-d6b7-15a2-11a6-a2d160689b69","vale.quintero_partner8.example.com#EXT#@example.onmicrosoft.com"
"2026-08-01T18:17:16Z","ef2ca2c2-0274-55ad-3de1-69f22314f2bd","Invite external user with reset invitation status","success","blair.zawadzki@example.com","Microsoft Entra admin center","ae9d2cd6-fd15-636e-28e1-61cbfb0c2a81","drew.ueda_partner2.example.com#EXT#@example.onmicrosoft.com"
"2026-08-02T02:58:30Z","98209d67-e69e-a1bc-0712-a38c5ea22304","Redeem external user invite","success","xan.ibarra@partner11.example.com","Microsoft Invitation Service","82b72ff3-795a-db69-3b14-7a3d6942da33","xan.ibarra_partner11.example.com#EXT#@example.onmicrosoft.com"
"2026-08-12T15:49:08Z","122ab0f5-53e9-3015-4e58-099dac3e48c0","Invite external user","success","wren.petrov@example.com","Microsoft Entra admin center","25daae7b-21bd-0422-b1f6-9e3e7a2ff3d6","drew.quintero_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-08-14T07:36:05Z","67b25d50-b05e-f9fe-e3a8-35e59f94c34e","Invite external user","success","blair.zawadzki@example.com","Microsoft Entra admin center","349e3521-8e29-796d-502b-9b447f84dc3c","zephyr.zawadzki_partner6.example.com#EXT#@example.onmicrosoft.com"
"2026-08-15T10:36:05Z","f9a11580-d986-aefd-2786-e2b2687abe93","Redeem external user invite","success","zephyr.zawadzki@partner6.example.com","Microsoft Invitation Service","349e3521-8e29-796d-502b-9b447f84dc3c","zephyr.zawadzki_partner6.example.com#EXT#@example.onmicrosoft.com"
"2026-08-17T02:49:08Z","36cefea5-a1fb-c8dc-8fbd-b75b3061826d","Redeem external user invite","success","drew.quintero@partner12.example.com","Microsoft Invitation Service","25daae7b-21bd-0422-b1f6-9e3e7a2ff3d6","drew.quintero_partner12.example.com#EXT#@example.onmicrosoft.com"
"2026-08-21T18:08:50Z","75c59cd6-7015-8d00-b359-719da4739774","Invite external user","success","jordan.kowalski@example.com","Microsoft Entra admin center","29b1307b-a5d3-5ed1-08eb-3eecf6b7f3cd","yael.ibarra_partner2.example.com#EXT#@example.onmicrosoft.com"
"2026-08-25T04:08:50Z","ee98466d-8530-3db9-a5d5-035d941ed909","Redeem external user invite","success","yael.ibarra@partner2.example.com","Microsoft Invitation Service","29b1307b-a5d3-5ed1-08eb-3eecf6b7f3cd","yael.ibarra_partner2.example.com#EXT#@example.onmicrosoft.com"
